frame_number,Possession,Passing,InPlay,Goals
2643,1.0,0.059326172,1,0.000431061
2644,1.0,0.06542969,1,0.000417709
2645,1.0,0.07080078,1,0.000431061
2646,1.0,0.07373047,1,0.000431061
2647,1.0,0.07373047,1,0.000431061
2648,1.0,0.071777344,1,0.000444412
2649,1.0,0.07470703,1,0.000444412
2650,1.0,0.07373047,1,0.000444412
2651,1.0,0.068359375,1,0.000444412
2652,1.0,0.068359375,1,0.000457764
2653,1.0,0.07373047,1,0.000473022
2654,1.0,0.08154297,1,0.000473022
2655,1.0,0.09033203,1,0.00050354
2656,1.0,0.09814453,1,0.000488281
2657,1.0,0.099609375,1,0.000488281
2658,1.0,0.10107422,1,0.000473022
2659,1.0,0.09814453,1,0.000473022
2660,1.0,0.09423828,1,0.000473022
2661,1.0,0.09423828,1,0.000473022
2662,1.0,0.09277344,1,0.000457764
2663,1.0,0.08642578,1,0.000457764
2664,1.0,0.075683594,1,0.000457764
2665,1.0,0.071777344,1,0.000473022
2666,1.0,0.07080078,1,0.000488281
2667,1.0,0.07080078,1,0.000488281
2668,1.0,0.06738281,1,0.000473022
2669,1.0,0.06640625,1,0.000488281
2670,1.0,0.061767578,1,0.000473022
2671,1.0,0.061035156,1,0.000488281
2672,1.0,0.061035156,1,0.000488281
2673,1.0,0.060058594,1,0.000488281
2674,1.0,0.059326172,1,0.00050354
2675,1.0,0.05834961,1,0.000518799
2676,1.0,0.055908203,1,0.00050354
2677,1.0,0.055908203,1,0.000518799
2678,1.0,0.056640625,1,0.000534058
2679,1.0,0.060058594,1,0.000534058
2680,1.0,0.059326172,1,0.000534058
2681,1.0,0.06347656,1,0.000534058
2682,1.0,0.06933594,1,0.000534058
2683,1.0,0.080566406,1,0.000518799
2684,1.0,0.09667969,1,0.00050354
2685,1.0,0.11425781,1,0.000488281
2686,1.0,0.12695312,1,0.000473022
2687,1.0,0.12011719,1,0.000457764
2688,1.0,0.11425781,1,0.000444412
2689,1.0,0.10839844,1,0.000444412
2690,1.0,0.10107422,1,0.000444412
2691,1.0,0.08642578,1,0.000457764
2692,1.0,0.08154297,1,0.000473022
2693,1.0,0.075683594,1,0.000473022
2694,1.0,0.07714844,1,0.000457764
2695,1.0,0.08642578,1,0.000444412
2696,1.0,0.10253906,1,0.000431061
2697,1.0,0.11425781,1,0.000417709
2698,1.0,0.11279297,1,0.000417709
2699,1.0,0.10107422,1,0.000404358
2700,1.0,0.083984375,1,0.000404358
2701,1.0,0.075683594,1,0.000404358
2702,1.0,0.072753906,1,0.000404358
2703,1.0,0.07373047,1,0.000404358
2704,1.0,0.071777344,1,0.000417709
2705,1.0,0.06640625,1,0.000431061
2706,1.0,0.068359375,1,0.000444412
2707,1.0,0.08642578,1,0.000518799
2708,1.0,0.10839844,1,0.000587463
2709,1.0,0.12109375,1,0.000709534
2710,0.99609375,0.115722656,0.99609375,0.000881195
2711,0.99609375,0.091308594,0.99609375,0.001205444
2712,0.99609375,0.068359375,0.9921875,0.001647949
2713,0.99609375,0.064453125,0.98828125,0.001983643
2714,0.99609375,0.07080078,0.984375,0.002182007
2715,0.99609375,0.068359375,0.98046875,0.002883911
2716,0.99609375,0.08251953,0.9765625,0.002883911
2717,0.99609375,0.095214844,0.97265625,0.00328064
2718,0.99609375,0.09277344,0.96484375,0.004211426
2719,0.99609375,0.08642578,0.9453125,0.005218506
2720,0.99609375,0.078125,0.921875,0.00668335
2721,0.99609375,0.087402344,0.91015625,0.006896973
2722,0.99609375,0.119140625,0.91796875,0.006286621
2723,0.99609375,0.16699219,0.921875,0.005554199
2724,0.99609375,0.19238281,0.90234375,0.005737305
2725,0.99609375,0.17773438,0.85546875,0.006500244
2726,0.99609375,0.14355469,0.765625,0.008300781
2727,0.99609375,0.12011719,0.68359375,0.009399414
2728,0.99609375,0.095214844,0.57421875,0.011657715
2729,0.99609375,0.075683594,0.49414062,0.01361084
2730,0.9921875,0.060058594,0.39453125,0.016357422
2731,0.9921875,0.046142578,0.28125,0.021972656
2732,0.9921875,0.036132812,0.1953125,0.029296875
2733,0.98828125,0.030273438,0.1328125,0.0390625
2734,0.98828125,0.027954102,0.10986328,0.045410156
2735,0.98828125,0.026367188,0.08886719,0.048828125
2736,0.98828125,0.025146484,0.072753906,0.05102539
2737,0.984375,0.024047852,0.061035156,0.068359375
2738,0.984375,0.02368164,0.051757812,0.09277344
2739,0.984375,0.02368164,0.04663086,0.123535156
2740,0.984375,0.025512695,0.048095703,0.15820312
2741,0.984375,0.028930664,0.05102539,0.19238281
2742,0.984375,0.030639648,0.05419922,0.21191406
2743,0.984375,0.033691406,0.055908203,0.21972656
2744,0.984375,0.036865234,0.057373047,0.21582031
2745,0.984375,0.040771484,0.059326172,0.23632812
2746,0.9921875,0.049560547,0.19335938,0.08251953
2747,0.99609375,0.061767578,0.6015625,0.026367188
2748,0.99609375,0.06640625,0.8828125,0.010314941
2749,1.0,0.06298828,0.9609375,0.005065918
2750,1.0,0.056640625,0.98046875,0.002883911
2751,1.0,0.05493164,0.9921875,0.001701355
2752,1.0,0.05493164,0.99609375,0.001029968
2753,1.0,0.049560547,0.99609375,0.000911713
2754,1.0,0.045410156,0.99609375,0.000804901
2755,1.0,0.04345703,0.99609375,0.000778198
2756,1.0,0.041503906,0.99609375,0.00075531
2757,1.0,0.0390625,1,0.000686646
2758,1.0,0.03515625,1,0.000644684
2759,1.0,0.033691406,1,0.00062561
2760,1.0,0.034179688,1,0.000606537
2761,1.0,0.037353516,1,0.000587463
2762,1.0,0.041992188,1,0.000587463
2763,1.0,0.04272461,1,0.000534058
2764,1.0,0.045410156,1,0.000488281
2765,1.0,0.05102539,1,0.000457764
2766,0.99609375,0.057373047,1,0.000444412
2767,0.99609375,0.05834961,1,0.000431061
2768,0.99609375,0.057373047,1,0.000417709
2769,0.99609375,0.055908203,1,0.000404358
2770,1.0,0.04663086,1,0.000404358
2771,1.0,0.036132812,1,0.000404358
2772,1.0,0.029785156,1,0.000417709
2773,1.0,0.025146484,1,0.000417709
2774,1.0,0.021972656,1,0.000431061
2775,1.0,0.021240234,1,0.000444412
2776,1.0,0.021240234,1,0.000457764
2777,1.0,0.022338867,1,0.000473022
2778,1.0,0.024414062,1,0.000473022
2779,1.0,0.027954102,1,0.00050354
2780,1.0,0.031982422,1,0.000518799
2781,1.0,0.036132812,1,0.000488281
2782,1.0,0.0390625,1,0.000473022
2783,0.99609375,0.04345703,1,0.000457764
2784,0.99609375,0.05029297,1,0.000457764
2785,0.99609375,0.060058594,1,0.000457764
2786,0.99609375,0.07080078,1,0.000444412
2787,0.99609375,0.09814453,1,0.000417709
2788,0.99609375,0.13671875,1,0.000392914
2789,0.99609375,0.16210938,1,0.000379562
2790,0.99609375,0.17480469,1,0.000379562
2791,0.99609375,0.19433594,1,0.000368118
2792,0.99609375,0.21582031,1,0.000368118
2793,0.99609375,0.24316406,1,0.000368118
2794,0.99609375,0.25976562,1,0.000368118
2795,0.99609375,0.27148438,1,0.00034523
2796,0.99609375,0.26953125,1,0.00034523
2797,0.9921875,0.27929688,1,0.00034523
2798,0.9921875,0.29101562,1,0.000335693
2799,0.9921875,0.29101562,1,0.00034523
2800,0.9921875,0.3203125,1,0.00034523
2801,0.9921875,0.296875,1,0.000314713
2802,0.9921875,0.25390625,1,0.000314713
2803,0.99609375,0.22851562,1,0.000314713
2804,0.9921875,0.20703125,1,0.000295639
2805,0.99609375,0.16601562,1,0.000278473
2806,0.99609375,0.10839844,1,0.000278473
2807,0.99609375,0.080566406,1,0.000278473
2808,0.99609375,0.064453125,1,0.000295639
2809,0.99609375,0.057373047,1,0.000295639
2810,0.99609375,0.052734375,1,0.000295639
2811,0.99609375,0.043945312,1,0.000295639
2812,1.0,0.037353516,1,0.000295639
2813,1.0,0.034179688,1,0.000295639
2814,1.0,0.034179688,1,0.000295639
2815,1.0,0.029296875,1,0.000295639
2816,1.0,0.026367188,1,0.000295639
2817,1.0,0.029296875,1,0.000295639
2818,1.0,0.030273438,1,0.000295639
2819,1.0,0.030273438,1,0.000295639
2820,1.0,0.03515625,1,0.000314713
2821,1.0,0.03515625,1,0.000295639
2822,1.0,0.03515625,1,0.000314713
2823,1.0,0.033691406,1,0.000295639
2824,1.0,0.03564453,1,0.000314713
2825,1.0,0.040771484,1,0.000314713
2826,1.0,0.04272461,1,0.000314713
2827,1.0,0.044677734,1,0.000314713
2828,1.0,0.046142578,1,0.000335693
2829,1.0,0.048828125,1,0.000356674
2830,1.0,0.049560547,1,0.000356674
2831,1.0,0.04736328,1,0.000356674
2832,1.0,0.048828125,1,0.000368118
2833,1.0,0.057373047,1,0.000379562
2834,1.0,0.07080078,1,0.000379562
2835,1.0,0.07470703,1,0.000379562
2836,1.0,0.06933594,1,0.000379562
2837,1.0,0.07373047,1,0.000404358
2838,1.0,0.08886719,1,0.000431061
2839,1.0,0.106933594,1,0.000457764
2840,1.0,0.12109375,1,0.000488281
2841,1.0,0.12792969,1,0.00050354
2842,1.0,0.13378906,1,0.000534058
2843,1.0,0.12988281,1,0.000572205
2844,1.0,0.12792969,1,0.000606537
2845,1.0,0.12792969,1,0.00062561
2846,1.0,0.13183594,1,0.000644684
2847,1.0,0.15429688,1,0.000686646
2848,1.0,0.171875,1,0.000686646
2849,1.0,0.1796875,1,0.000686646
2850,1.0,0.18945312,1,0.000709534
2851,1.0,0.18945312,1,0.000709534
2852,1.0,0.18945312,1,0.000709534
2853,1.0,0.17675781,1,0.000709534
2854,1.0,0.15527344,1,0.000709534
2855,1.0,0.13574219,1,0.000732422
2856,1.0,0.125,1,0.00075531
2857,1.0,0.122558594,1,0.00075531
2858,1.0,0.123535156,1,0.000778198
2859,1.0,0.13183594,1,0.000804901
2860,1.0,0.14746094,1,0.000827789
2861,1.0,0.18261719,1,0.000804901
2862,1.0,0.23828125,1,0.00075531
2863,1.0,0.33789062,1,0.000709534
2864,1.0,0.45898438,1,0.000667572
2865,1.0,0.51953125,1,0.000667572
2866,1.0,0.46289062,1,0.000667572
2867,1.0,0.3984375,1,0.000686646
2868,1.0,0.39648438,1,0.000709534
2869,1.0,0.33203125,1,0.000709534
2870,1.0,0.26757812,1,0.000732422
2871,1.0,0.26953125,1,0.00075531
2872,1.0,0.296875,1,0.000732422
2873,1.0,0.37695312,1,0.000686646
2874,1.0,0.49804688,1,0.000667572
2875,1.0,0.5859375,1,0.00062561
2876,1.0,0.640625,1,0.000587463
2877,1.0,0.66796875,1,0.000572205
2878,1.0,0.67578125,1,0.000553131
2879,1.0,0.63671875,1,0.000534058
2880,1.0,0.6328125,1,0.000534058
2881,1.0,0.546875,1,0.00050354
2882,1.0,0.44140625,1,0.000488281
2883,1.0,0.375,1,0.000473022
2884,1.0,0.4375,1,0.000457764
2885,1.0,0.5546875,1,0.000404358
2886,0.99609375,0.6640625,1,0.000392914
2887,0.99609375,0.734375,1,0.000379562
2888,0.99609375,0.76171875,1,0.000379562
2889,0.99609375,0.76171875,1,0.000379562
2890,0.9921875,0.734375,1,0.000368118
2891,0.9921875,0.71875,1,0.00034523
2892,0.9921875,0.7265625,1,0.000335693
2893,0.98828125,0.73046875,1,0.000335693
2894,0.984375,0.73046875,1,0.000314713
2895,0.98046875,0.765625,1,0.000295639
2896,0.98046875,0.7890625,1,0.000278473
2897,0.97265625,0.828125,1,0.000261307
2898,0.96484375,0.85546875,1,0.000246048
2899,0.953125,0.87109375,1,0.000246048
2900,0.93359375,0.87109375,1,0.000230789
2901,0.9140625,0.86328125,1,0.000216484
2902,0.8828125,0.859375,1,0.000203133
2903,0.84765625,0.84765625,1,0.000190735
2904,0.8046875,0.8203125,1,0.000190735
2905,0.73828125,0.80078125,1,0.0001688
2906,0.65625,0.78515625,1,0.00015831
2907,0.5390625,0.78125,1,0.000148773
2908,0.40625,0.7890625,1,0.000148773
2909,0.24804688,0.78515625,1,0.000148773
2910,0.17285156,0.7890625,1,0.000148773
2911,0.08154297,0.78125,1,0.000148773
2912,0.028442383,0.7578125,1,0.00015831
2913,0.0154418945,0.734375,1,0.000190735
2914,0.01361084,0.73828125,1,0.000203133
2915,0.010681152,0.74609375,1,0.000216484
2916,0.010986328,0.765625,1,0.000216484
2917,0.00970459,0.7890625,1,0.000230789
2918,0.008850098,0.80859375,1,0.000230789
2919,0.008056641,0.80859375,1,0.000246048
2920,0.0071105957,0.80078125,1,0.000261307
2921,0.006286621,0.79296875,1,0.000278473
2922,0.0066833496,0.7890625,1,0.000295639
2923,0.0066833496,0.78125,1,0.000295639
2924,0.0066833496,0.7734375,1,0.000295639
2925,0.0073547363,0.734375,1,0.000314713
2926,0.0073547363,0.7109375,1,0.000295639
2927,0.008605957,0.734375,1,0.000295639
2928,0.009155273,0.74609375,1,0.000295639
2929,0.00970459,0.734375,1,0.000295639
2930,0.010009766,0.70703125,1,0.000295639
2931,0.00970459,0.67578125,1,0.000295639
2932,0.010009766,0.65625,1,0.000295639
2933,0.010986328,0.64453125,1,0.000278473
2934,0.012817383,0.6796875,1,0.000261307
2935,0.01586914,0.7265625,1,0.000261307
2936,0.01977539,0.7734375,1,0.000246048
2937,0.021240234,0.79296875,1,0.000246048
2938,0.022583008,0.7890625,1,0.000246048
2939,0.022583008,0.77734375,1,0.000246048
2940,0.022583008,0.76953125,1,0.000246048
2941,0.02331543,0.765625,1,0.000246048
2942,0.025146484,0.7578125,1,0.000246048
2943,0.026000977,0.71875,1,0.000246048
2944,0.02758789,0.69921875,1,0.000246048
2945,0.029296875,0.703125,1,0.000246048
2946,0.03112793,0.69921875,1,0.000230789
2947,0.037353516,0.71484375,1,0.000230789
2948,0.046142578,0.7421875,1,0.000216484
2949,0.048095703,0.7421875,1,0.000216484
2950,0.05029297,0.74609375,1,0.000216484
2951,0.052734375,0.73046875,1,0.000216484
2952,0.059326172,0.71484375,1,0.000216484
2953,0.061767578,0.703125,1,0.000203133
2954,0.064453125,0.6953125,1,0.000203133
2955,0.061035156,0.6640625,1,0.000216484
2956,0.07080078,0.640625,1,0.000203133
2957,0.072753906,0.61328125,1,0.000203133
2958,0.083984375,0.5859375,1,0.000190735
2959,0.095214844,0.5625,1,0.000179291
2960,0.103515625,0.5703125,1,0.000179291
2961,0.10839844,0.625,1,0.0001688
2962,0.12695312,0.65625,1,0.0001688
2963,0.1328125,0.7109375,1,0.0001688
2964,0.14550781,0.7421875,1,0.0001688
2965,0.15332031,0.75390625,1,0.0001688
2966,0.16113281,0.76171875,1,0.0001688
2967,0.17480469,0.78125,1,0.000179291
2968,0.19238281,0.76171875,1,0.000179291
2969,0.21777344,0.76171875,1,0.000190735
2970,0.265625,0.734375,1,0.000190735
2971,0.31640625,0.71875,1,0.000190735
2972,0.359375,0.71484375,1,0.000203133
2973,0.39453125,0.71484375,1,0.000203133
2974,0.38671875,0.75390625,1,0.000203133
2975,0.32617188,0.83203125,1,0.000216484
2976,0.24511719,0.89453125,1,0.000230789
2977,0.16210938,0.9296875,1,0.000230789
2978,0.106933594,0.94921875,1,0.000246048
2979,0.07714844,0.9609375,1,0.000261307
2980,0.061767578,0.96484375,1,0.000278473
2981,0.048095703,0.96875,1,0.000278473
2982,0.040283203,0.96875,1,0.000295639
2983,0.03112793,0.97265625,1,0.000314713
2984,0.024780273,0.97265625,1,0.000314713
2985,0.020629883,0.97265625,1,0.000314713
2986,0.016357422,0.97265625,1,0.000335693
2987,0.013244629,0.96875,1,0.000335693
2988,0.010314941,0.96875,1,0.000335693
2989,0.008056641,0.96484375,1,0.000335693
2990,0.006500244,0.96484375,1,0.00034523
2991,0.005554199,0.9609375,1,0.00034523
2992,0.004760742,0.95703125,1,0.000356674
2993,0.0044555664,0.9609375,1,0.000356674
2994,0.0039367676,0.95703125,1,0.000368118
2995,0.003479004,0.95703125,1,0.000368118
2996,0.0031738281,0.95703125,1,0.000379562
2997,0.0027160645,0.953125,1,0.000379562
2998,0.002319336,0.9453125,1,0.000379562
2999,0.0019836426,0.94140625,1,0.000392914
3000,0.0016479492,0.93359375,1,0.000392914
3001,0.0015029907,0.93359375,1,0.000404358
3002,0.001411438,0.93359375,1,0.000404358
3003,0.0013656616,0.93359375,1,0.000404358
3004,0.0013656616,0.93359375,1,0.000404358
3005,0.0013275146,0.9296875,1,0.000404358
3006,0.0013275146,0.92578125,1,0.000404358
3007,0.0012817383,0.91796875,1,0.000417709
3008,0.0012054443,0.91015625,1,0.000431061
3009,0.0011672974,0.91015625,1,0.000431061
3010,0.0011367798,0.90625,1,0.000431061
3011,0.0011367798,0.91015625,1,0.000431061
3012,0.0010986328,0.89453125,1,0.000444412
3013,0.0010681152,0.89453125,1,0.000444412
3014,0.0010986328,0.90234375,1,0.000444412
3015,0.0010681152,0.89453125,1,0.000444412
3016,0.0010299683,0.8828125,1,0.000457764
3017,0.0009994507,0.88671875,1,0.000457764
3018,0.0010681152,0.890625,1,0.000457764
3019,0.0010986328,0.89453125,1,0.000457764
3020,0.0010986328,0.89453125,1,0.000457764
3021,0.0010986328,0.8984375,1,0.000444412
3022,0.0010986328,0.890625,1,0.000444412
3023,0.0010986328,0.89453125,1,0.000444412
3024,0.0011367798,0.8984375,1,0.000444412
3025,0.0010986328,0.890625,1,0.000444412
3026,0.0010299683,0.87109375,1,0.000457764
3027,0.0009689331,0.84765625,1,0.000473022
3028,0.00091171265,0.82421875,1,0.000488281
3029,0.0008049011,0.76953125,1,0.000518799
3030,0.0008277893,0.78125,1,0.00050354
3031,0.0008544922,0.8125,1,0.000488281
3032,0.00088119507,0.83203125,1,0.000488281
3033,0.00091171265,0.84375,1,0.000473022
3034,0.00091171265,0.85546875,1,0.000473022
3035,0.0008544922,0.81640625,1,0.000488281
3036,0.00075531006,0.7734375,1,0.00050354
3037,0.00077819824,0.78515625,1,0.000488281
3038,0.0008277893,0.8046875,1,0.000488281
3039,0.00077819824,0.77734375,1,0.00050354
3040,0.00075531006,0.78125,1,0.00050354
3041,0.00077819824,0.78515625,1,0.000488281
3042,0.00077819824,0.79296875,1,0.000473022
3043,0.0007324219,0.7734375,1,0.000488281
3044,0.0006866455,0.74609375,1,0.000488281
3045,0.000667572,0.73828125,1,0.000488281
3046,0.0006866455,0.73828125,1,0.000488281
3047,0.0006866455,0.7421875,1,0.000488281
3048,0.000667572,0.71484375,1,0.000488281
3049,0.0006866455,0.734375,1,0.000473022
3050,0.0007095337,0.7578125,1,0.000473022
3051,0.0007324219,0.78515625,1,0.000457764
3052,0.0007324219,0.78125,1,0.000444412
3053,0.0007324219,0.79296875,1,0.000444412
3054,0.00075531006,0.8046875,1,0.000444412
3055,0.0008049011,0.828125,1,0.000444412
3056,0.0008277893,0.8515625,1,0.000431061
3057,0.0008277893,0.85546875,1,0.000431061
3058,0.0008277893,0.84375,1,0.000431061
3059,0.0008049011,0.828125,1,0.000431061
3060,0.00075531006,0.80859375,1,0.000431061
3061,0.0007324219,0.796875,1,0.000444412
3062,0.0007095337,0.78515625,1,0.000457764
3063,0.0006866455,0.7734375,1,0.000457764
3064,0.00064468384,0.75390625,1,0.000457764
3065,0.000667572,0.76171875,1,0.000457764
3066,0.000667572,0.7734375,1,0.000457764
3067,0.00062561035,0.76171875,1,0.000457764
3068,0.0005874634,0.73828125,1,0.000457764
3069,0.0005874634,0.734375,1,0.000457764
3070,0.00062561035,0.765625,1,0.000444412
3071,0.00064468384,0.78125,1,0.000431061
3072,0.00064468384,0.78515625,1,0.000431061
3073,0.00064468384,0.7734375,1,0.000431061
3074,0.00064468384,0.7578125,1,0.000431061
3075,0.00062561035,0.72265625,1,0.000444412
3076,0.00062561035,0.6953125,1,0.000444412
3077,0.00062561035,0.67578125,1,0.000444412
3078,0.0005874634,0.640625,1,0.000457764
3079,0.0005531311,0.58984375,1,0.000457764
3080,0.0005187988,0.53125,1,0.000473022
3081,0.00048828125,0.47265625,1,0.000473022
3082,0.00048828125,0.44335938,1,0.000457764
3083,0.00048828125,0.45117188,1,0.000444412
3084,0.00050354004,0.47070312,1,0.000431061
3085,0.0005187988,0.48632812,1,0.000417709
3086,0.0005340576,0.4921875,1,0.000417709
3087,0.0005340576,0.49414062,1,0.000417709
3088,0.0005531311,0.5234375,1,0.000404358
3089,0.0005874634,0.58203125,1,0.000392914
3090,0.00060653687,0.59375,1,0.000379562
3091,0.00062561035,0.61328125,1,0.000368118
3092,0.00064468384,0.6328125,1,0.000356674
3093,0.0006866455,0.66015625,1,0.000356674
3094,0.0006866455,0.6484375,1,0.000356674
3095,0.0006866455,0.671875,1,0.00034523
3096,0.0007095337,0.6875,1,0.000356674
3097,0.0005874634,0.5078125,1,0.000404358
3098,0.0004310608,0.23242188,0.99609375,0.000473022
3099,0.00033569336,0.08886719,0.99609375,0.000534058
3100,0.0002784729,0.037353516,0.9921875,0.00062561
3101,0.0002784729,0.01977539,0.984375,0.000686646
3102,0.00029563904,0.01361084,0.96875,0.00075531
3103,0.0003452301,0.011352539,0.9375,0.000827789
3104,0.00041770935,0.010681152,0.86328125,0.000938416
3105,0.0005187988,0.010009766,0.70703125,0.001098633
3106,0.0007095337,0.00970459,0.48828125,0.001281738
3107,0.0009689331,0.010009766,0.28710938,0.001457214
3108,0.0013275146,0.010314941,0.16210938,0.001647949
3109,0.0017547607,0.010314941,0.09814453,0.001808167
3110,0.0021820068,0.010314941,0.064453125,0.001930237
3111,0.0027160645,0.010314941,0.045410156,0.001983643
3112,0.0031738281,0.010009766,0.03466797,0.002120972
3113,0.0037078857,0.010009766,0.02758789,0.002120972
3114,0.004058838,0.010009766,0.02331543,0.002182007
3115,0.0044555664,0.010009766,0.020629883,0.002182007
3116,0.004760742,0.010314941,0.018798828,0.002182007
3117,0.005065918,0.010314941,0.017456055,0.002182007
3118,0.0053710938,0.010314941,0.016357422,0.002182007
3119,0.0057373047,0.010314941,0.014953613,0.002182007
3120,0.00592041,0.010314941,0.014526367,0.002182007
3121,0.006286621,0.010314941,0.01361084,0.002258301
3122,0.006500244,0.010314941,0.013244629,0.002258301
3123,0.0066833496,0.010314941,0.012817383,0.002258301
3124,0.0068969727,0.010314941,0.012451172,0.002258301
3125,0.0073547363,0.010681152,0.012023926,0.002258301
3126,0.0075683594,0.010681152,0.012023926,0.002258301
3127,0.0075683594,0.010314941,0.011657715,0.002319336
3128,0.0078125,0.010314941,0.011352539,0.00239563
3129,0.0078125,0.010314941,0.011352539,0.00239563
3130,0.008056641,0.010009766,0.010986328,0.002471924
3131,0.008056641,0.010009766,0.011352539,0.00239563
3132,0.008056641,0.010314941,0.011352539,0.00239563
3133,0.008056641,0.010314941,0.011352539,0.00239563
3134,0.0078125,0.010681152,0.011352539,0.00239563
3135,0.0075683594,0.010986328,0.011657715,0.002258301
3136,0.0075683594,0.011352539,0.012023926,0.002258301
3137,0.0073547363,0.011657715,0.012023926,0.002182007
3138,0.0073547363,0.011657715,0.012023926,0.002182007
3139,0.0075683594,0.012023926,0.012451172,0.002120972
3140,0.0078125,0.012451172,0.012451172,0.002120972
3141,0.008056641,0.012023926,0.012023926,0.002182007
3142,0.008300781,0.011352539,0.011657715,0.002319336
3143,0.008300781,0.010986328,0.010986328,0.00239563
3144,0.008850098,0.010009766,0.010681152,0.002548218
3145,0.008850098,0.00970459,0.010314941,0.002716065
3146,0.009155273,0.00970459,0.010009766,0.002807617
3147,0.009399414,0.00970459,0.010314941,0.002716065
3148,0.009399414,0.009399414,0.010009766,0.002807617
3149,0.00970459,0.00970459,0.010314941,0.002716065
3150,0.010009766,0.00970459,0.010681152,0.002716065
3151,0.010314941,0.00970459,0.010681152,0.002716065
3152,0.010681152,0.010009766,0.010681152,0.002716065
3153,0.011352539,0.00970459,0.010681152,0.002807617
3154,0.011657715,0.00970459,0.010314941,0.002975464
3155,0.012023926,0.009399414,0.010009766,0.003173828
3156,0.012817383,0.009155273,0.009399414,0.003479004
3157,0.01361084,0.008850098,0.009399414,0.003707886
3158,0.014953613,0.008850098,0.009399414,0.003936768
3159,0.01586914,0.008850098,0.009155273,0.004211426
3160,0.016967773,0.008850098,0.009155273,0.004455566
3161,0.017944336,0.008850098,0.009155273,0.004608154
3162,0.01940918,0.008850098,0.009155273,0.00491333
3163,0.020629883,0.009155273,0.009155273,0.005218506
3164,0.021972656,0.009155273,0.009155273,0.005737305
3165,0.02331543,0.009399414,0.009155273,0.006286621
3166,0.025146484,0.00970459,0.009155273,0.006896973
3167,0.02758789,0.010009766,0.009399414,0.007354736
3168,0.029785156,0.010681152,0.00970459,0.0078125
3169,0.03173828,0.011352539,0.010009766,0.008056641
3170,0.033691406,0.011657715,0.010009766,0.008605957
3171,0.03564453,0.012451172,0.010314941,0.009155273
3172,0.03857422,0.012451172,0.010314941,0.00970459
3173,0.041992188,0.013244629,0.010314941,0.010681152
3174,0.046142578,0.01361084,0.010681152,0.011657715
3175,0.05102539,0.014038086,0.010986328,0.012817383
3176,0.056640625,0.014953613,0.011352539,0.014526367
3177,0.061767578,0.01586914,0.011657715,0.01586914
3178,0.068359375,0.016357422,0.012451172,0.017944336
3179,0.07714844,0.017944336,0.013244629,0.020996094
3180,0.08496094,0.01940918,0.014038086,0.02368164
3181,0.095214844,0.021240234,0.014953613,0.027954102
3182,0.10498047,0.02331543,0.016357422,0.033203125
3183,0.11425781,0.026000977,0.017944336,0.03857422
3184,0.12597656,0.028442383,0.01940918,0.044677734
3185,0.13574219,0.03173828,0.021606445,0.05102539
3186,0.14550781,0.034179688,0.02331543,0.057373047
3187,0.15332031,0.036865234,0.025146484,0.06347656
3188,0.16015625,0.03955078,0.02722168,0.071777344
3189,0.16699219,0.041992188,0.028930664,0.078125
3190,0.17285156,0.046142578,0.03173828,0.08642578
3191,0.17675781,0.048828125,0.033691406,0.091308594
3192,0.18164062,0.051757812,0.036132812,0.09667969
3193,0.18359375,0.053466797,0.037841797,0.09667969
3194,0.18457031,0.055908203,0.03955078,0.09814453
3195,0.18457031,0.057373047,0.041503906,0.09667969
3196,0.18457031,0.05834961,0.04272461,0.09667969
3197,0.18164062,0.059326172,0.043945312,0.09667969
3198,0.17871094,0.060058594,0.045410156,0.099609375
3199,0.17773438,0.060058594,0.046142578,0.10253906
3200,0.17578125,0.060058594,0.046142578,0.103515625
3201,0.17285156,0.061035156,0.04663086,0.10498047
3202,0.17089844,0.061035156,0.04663086,0.10253906
3203,0.17089844,0.061035156,0.04736328,0.10107422
3204,0.16992188,0.061035156,0.04663086,0.09814453
3205,0.16601562,0.060058594,0.04663086,0.095214844
3206,0.15917969,0.059326172,0.046142578,0.09033203
3207,0.15429688,0.05834961,0.045410156,0.08642578
3208,0.14941406,0.056640625,0.044677734,0.08251953
3209,0.14355469,0.05493164,0.04345703,0.078125
3210,0.13769531,0.053466797,0.04272461,0.072753906
3211,0.1328125,0.05102539,0.041503906,0.068359375
3212,0.12890625,0.049560547,0.03955078,0.064453125
3213,0.12792969,0.048095703,0.03857422,0.06347656
3214,0.12402344,0.04736328,0.037841797,0.061035156
3215,0.122558594,0.046142578,0.037353516,0.05834961
3216,0.119140625,0.044677734,0.036132812,0.05493164
3217,0.11767578,0.04345703,0.03515625,0.052734375
3218,0.115722656,0.041503906,0.034179688,0.05029297
3219,0.11279297,0.040771484,0.033203125,0.04663086
3220,0.10986328,0.040283203,0.032470703,0.043945312
3221,0.106933594,0.0390625,0.031982422,0.040283203
3222,0.10253906,0.03857422,0.031982422,0.036865234
3223,0.09667969,0.037841797,0.031982422,0.03173828
3224,0.091308594,0.037353516,0.032470703,0.026733398
3225,0.08642578,0.03564453,0.031982422,0.02368164
3226,0.083984375,0.033691406,0.030639648,0.020996094
3227,0.080566406,0.031982422,0.029785156,0.017456055
3228,0.078125,0.03112793,0.028442383,0.014953613
3229,0.07373047,0.028930664,0.026733398,0.012451172
3230,0.07080078,0.026733398,0.024780273,0.010986328
3231,0.068359375,0.025512695,0.02368164,0.00970459
